jira_id,affected versions,fixed version,commit date,created,resolution date
2014-12-22T14:31:23Z,7c0a5efc146035b5fb75a653d744b097f4ff3712,SYNCOPE-617,2014-12-22T14:32:14.000+0000,[1.2.1],[1.2.2  2.0.0-M1],2014-12-18T09:15:59.000+0000
2014-12-12T11:15:18Z,20bfa942ab1b07bef4002a160742ee5b47617204,SYNCOPE-615,2014-12-12T11:24:51.000+0000,[1.2.2],[1.2.2  2.0.0-M1],2014-12-11T16:13:38.000+0000
2014-12-10T14:55:05Z,9d1607734850b852ada7a803c3f11a1bbf48273a,SYNCOPE-614,2014-12-10T15:01:00.000+0000,[1.2.1],[1.2.2  2.0.0-M1],2014-12-04T15:03:43.000+0000
2014-12-11T13:39:53Z,9b429b287604e6bf6763dc6c65a61502ad333116,SYNCOPE-613,2014-12-11T13:45:52.000+0000,[1.2.1],[1.2.2  2.0.0-M1],2014-12-01T11:37:29.000+0000
2014-11-28T17:18:04Z,e414b79bead9bfc4044a8a8dde6a95b1855cf354,SYNCOPE-611,2014-11-28T17:20:54.000+0000,[1.2.1],[1.2.2  2.0.0-M1],2014-11-27T14:22:44.000+0000
2014-11-19T11:04:02Z,577f98e498a21fcaa355b65754ce5428d5e3db21,SYNCOPE-608,2014-11-21T08:44:59.000+0000,[1.2.0],[1.2.2  2.0.0-M1],2014-11-19T09:00:24.000+0000
2014-11-19T09:12:11Z,cd2d63984e6825427730babbee1e6d6b65a3835a,SYNCOPE-607,2014-11-21T08:44:36.000+0000,[1.2.1],[1.2.2  2.0.0-M1],2014-11-19T08:26:39.000+0000
2014-11-12T15:22:15Z,3fb39a46b7c33aacb2c42c9b79da07b025a718b9,SYNCOPE-605,2014-11-12T15:34:02.000+0000,[1.2.1],[1.2.1  2.0.0-M1],2014-11-11T15:16:52.000+0000
2014-11-07T08:35:03Z,972f5dba12c00012cd1fb23b0f3900c2a742cee5,SYNCOPE-603,2014-11-07T08:36:11.000+0000,[1.2.1],[1.2.1  2.0.0-M1],2014-11-06T18:41:18.000+0000
2014-11-10T11:15:22Z,68991ba9e4d0c15c628c431727fda4ed436de5ce,SYNCOPE-601,2014-11-10T11:22:22.000+0000,[1.1.8  1.2.0],[1.1.9  1.2.1  2.0.0-M1],2014-11-06T10:06:41.000+0000
2014-11-10T10:48:08Z,3d5a3706c5c5bfff149d1244a5221a77659dc757,SYNCOPE-601,2014-11-10T11:22:22.000+0000,[1.1.8  1.2.0],[1.1.9  1.2.1  2.0.0-M1],2014-11-06T10:06:41.000+0000
2014-11-05T10:07:41Z,76b35a7870eee368d8b78e71d39bd9ecc2de5934,SYNCOPE-600,2014-11-05T10:09:25.000+0000,[1.1.8  1.2.0],[1.2.1  2.0.0-M1],2014-11-05T09:33:06.000+0000
2014-11-06T08:46:13Z,4d264368ed1df29e13690e9c6b05b651a366f273,SYNCOPE-598,2014-11-06T08:54:29.000+0000,[1.2.0],[1.2.1  2.0.0-M1],2014-11-02T21:29:51.000+0000
2014-10-29T17:06:26Z,15ac9a5c72788335d4079ea5302fcaf7be8345bf,SYNCOPE-597,2014-10-30T09:53:59.000+0000,[1.2.0],[1.2.1  2.0.0-M1],2014-10-29T16:15:25.000+0000
2014-10-28T13:32:37Z,a23ef02f2c672c009eb664e8fe91f9ae07e82adb,SYNCOPE-596,2014-10-28T13:33:50.000+0000,[1.2.0-M1  1.2.0],[1.2.1  2.0.0-M1],2014-10-28T11:25:45.000+0000
2014-10-30T16:20:47Z,f44df5bfdf83112b5ecfa033a3710495e03df151,SYNCOPE-578,2014-10-30T16:22:04.000+0000,[1.2.0-M1  1.2.0],[1.2.1  2.0.0-M1],2014-10-23T13:43:47.000+0000
2014-10-30T15:45:55Z,8fc6e9e542266dbdcf04d8db5bcbbe6ea7d9385e,SYNCOPE-576,2014-10-30T15:47:27.000+0000,[1.2.0],[1.2.1  2.0.0-M1],2014-10-23T08:17:52.000+0000
2014-10-22T20:02:35Z,4e29d42fd4d0f6b9dbc623527164b0d373216d53,SYNCOPE-574,2014-10-22T20:40:26.000+0000,[1.2.0  2.0.0-M1],[1.2.1  2.0.0-M1],2014-10-20T15:21:03.000+0000
2014-10-31T10:32:51Z,9329c54fd62180df3727a4f72bbddd41c9fa1b50,SYNCOPE-572,2014-10-31T10:33:36.000+0000,[1.2.0],[1.2.1  2.0.0-M1],2014-10-20T10:03:44.000+0000
2014-10-22T15:54:44Z,ad6f31b29bb59d717262932b4ba0712684bb496a,SYNCOPE-571,2014-10-22T15:55:47.000+0000,[1.2.0],[1.2.1  2.0.0-M1],2014-10-20T09:31:57.000+0000
2014-10-17T09:25:49Z,abfb80507484e0de6815a04e4a84e9e060888b72,SYNCOPE-569,2014-10-17T09:56:05.000+0000,[1.2.0],[1.2.1  2.0.0-M1],2014-10-16T13:03:36.000+0000
2014-10-17T12:03:38Z,2820eb2544e2bb31bcd623847a2aac746f8dfae6,SYNCOPE-568,2014-10-17T10:04:26.000+0000,[1.1.8  1.2.0],[1.1.9  1.2.1  2.0.0-M1],2014-10-16T12:46:02.000+0000
2014-10-17T10:03:14Z,9cddacdf1a985806f1ee7cef6b93fa7144b93548,SYNCOPE-568,2014-10-17T10:04:26.000+0000,[1.1.8  1.2.0],[1.1.9  1.2.1  2.0.0-M1],2014-10-16T12:46:02.000+0000
2014-10-17T10:01:54Z,6bbfc329759404bb2774280acafe6073d4167ed5,SYNCOPE-568,2014-10-17T10:04:26.000+0000,[1.1.8  1.2.0],[1.1.9  1.2.1  2.0.0-M1],2014-10-16T12:46:02.000+0000
2014-10-17T10:07:50Z,f99657a2a66abfd68c115d9c1b083dc9b86a3105,SYNCOPE-567,2014-10-17T10:08:48.000+0000,[1.2.0],[1.2.1  2.0.0-M1],2014-10-15T14:39:39.000+0000
2014-10-16T07:20:10Z,05eb51deb03130506f9b96358b6ee564e8d93957,SYNCOPE-566,2014-10-16T07:20:43.000+0000,[1.2.0],[1.2.1  2.0.0-M1],2014-10-15T11:20:07.000+0000
2014-10-16T07:19:25Z,14b9753b5853da28d0f74617dc94cc5eec4497cc,SYNCOPE-566,2014-10-16T07:20:43.000+0000,[1.2.0],[1.2.1  2.0.0-M1],2014-10-15T11:20:07.000+0000
2014-10-14T13:14:57Z,f7d2058876237027edb5e34b9f2512796448d7cd,SYNCOPE-565,2014-10-14T13:17:40.000+0000,[1.2.0],[1.2.1  2.0.0-M1],2014-10-13T11:39:25.000+0000
2014-10-14T13:12:40Z,8d41124a4a4185d2c1b3c77ac1368e78fc760577,SYNCOPE-565,2014-10-14T13:17:40.000+0000,[1.2.0],[1.2.1  2.0.0-M1],2014-10-13T11:39:25.000+0000
2014-10-23T15:58:56Z,7c714f31c2367a899454b21b121377da5a5874cb,SYNCOPE-564,2014-10-23T16:00:11.000+0000,[1.2.0],[1.2.1  2.0.0-M1],2014-10-11T12:05:27.000+0000
2014-10-09T09:49:24Z,3400ae9c746b2c6678e9dbfa5bd9ddb509d49dad,SYNCOPE-562,2014-10-09T09:50:06.000+0000,[1.2.0],[1.2.1  2.0.0-M1],2014-10-08T08:04:45.000+0000
2014-10-09T09:48:42Z,2d05ff5bacca2c95463ecf5d0752f94665503b5f,SYNCOPE-562,2014-10-09T09:50:06.000+0000,[1.2.0],[1.2.1  2.0.0-M1],2014-10-08T08:04:45.000+0000
2014-10-07T09:40:27Z,1f9af45636a7b2b147d82b9acb374340a9f694ec,SYNCOPE-561,2014-10-07T09:41:26.000+0000,[1.2.0],[1.2.1  2.0.0-M1],2014-10-07T09:02:17.000+0000
2014-10-07T09:39:34Z,e078b845e82a0b3b9a4a91748ca3b6bbadc47cc4,SYNCOPE-561,2014-10-07T09:41:26.000+0000,[1.2.0],[1.2.1  2.0.0-M1],2014-10-07T09:02:17.000+0000
2014-10-07T08:35:25Z,36425c3974541f8c4b5a6398e272e55ffc638c3b,SYNCOPE-560,2014-10-07T08:36:06.000+0000,[1.2.0],[1.2.1  2.0.0-M1],2014-10-07T08:19:36.000+0000
2014-10-07T08:34:47Z,b8715c76ae4c59847a59d52faef9b8c2e3be4a4d,SYNCOPE-560,2014-10-07T08:36:06.000+0000,[1.2.0],[1.2.1  2.0.0-M1],2014-10-07T08:19:36.000+0000
2014-10-07T08:14:11Z,421a4e01a311343dd43ee41d81fdcdf7cdd36104,SYNCOPE-557,2014-10-07T08:15:11.000+0000,[1.2.0-M1],[1.2.1  2.0.0-M1],2014-10-03T15:52:41.000+0000
2014-10-03T15:53:51Z,8ac72fadc5a47246a9f1fc7d231e36d116698b20,SYNCOPE-557,2014-10-07T08:15:11.000+0000,[1.2.0-M1],[1.2.1  2.0.0-M1],2014-10-03T15:52:41.000+0000
2014-10-02T18:36:43Z,67a56d0a76d99301c10180ec4d0e08c263b976b0,SYNCOPE-556,2014-10-03T08:01:17.000+0000,[1.2.0-M1],[1.2.0  2.0.0-M1],2014-10-02T10:23:33.000+0000
2014-10-02T15:53:00Z,4353bd397c2f41f7d1302b64e39b0c2a58f92ac8,SYNCOPE-556,2014-10-03T08:01:17.000+0000,[1.2.0-M1],[1.2.0  2.0.0-M1],2014-10-02T10:23:33.000+0000
2014-09-29T14:25:40Z,ce54c5975d93d896668c45a9315dcd24f22638da,SYNCOPE-553,2014-09-29T14:26:45.000+0000,[1.2.0-M1],[1.2.0  2.0.0-M1],2014-09-29T06:59:48.000+0000
2014-09-29T14:19:38Z,8c7ccb6dce5d4a1cb7729716b0a44acaae25b013,SYNCOPE-553,2014-09-29T14:26:45.000+0000,[1.2.0-M1],[1.2.0  2.0.0-M1],2014-09-29T06:59:48.000+0000
2014-09-23T14:32:49Z,35219f85e88dc597ed1accca9d410c9f8a4de29e,SYNCOPE-551,2014-09-23T14:33:14.000+0000,[1.2.0-M1],[1.2.0  2.0.0-M1],2014-09-23T14:30:43.000+0000
2014-09-23T14:32:02Z,e18fe26f8830d6c4709671369a2d97213b095690,SYNCOPE-551,2014-09-23T14:33:14.000+0000,[1.2.0-M1],[1.2.0  2.0.0-M1],2014-09-23T14:30:43.000+0000
2014-09-16T15:35:05Z,0edddeafc46e7e52d85685a2f2486b0d9a95ab1f,SYNCOPE-549,2014-09-16T15:35:58.000+0000,[1.2.0-M1],[1.2.0  2.0.0-M1],2014-09-16T15:30:43.000+0000
2014-09-16T15:33:34Z,5f9f13650187b5e89f2f848f06c6fb4b434d876f,SYNCOPE-549,2014-09-16T15:35:58.000+0000,[1.2.0-M1],[1.2.0  2.0.0-M1],2014-09-16T15:30:43.000+0000
2014-09-15T15:06:49Z,b818af2a107e69f9fb6404a24816b6fb9e6d7b35,SYNCOPE-548,2014-09-15T15:20:23.000+0000,[1.2.0-M1],[1.2.0  2.0.0-M1],2014-09-15T12:59:09.000+0000
2014-09-15T15:05:31Z,70376d1aa2937f114d8b406f06639715a0944c08,SYNCOPE-548,2014-09-15T15:20:23.000+0000,[1.2.0-M1],[1.2.0  2.0.0-M1],2014-09-15T12:59:09.000+0000
2014-09-15T10:23:25Z,73dad882dc2a457b3faa7a86f5839904d9aafd43,SYNCOPE-547,2014-09-15T08:26:04.000+0000,[1.1.8],[1.1.9  1.2.0  2.0.0-M1],2014-09-15T08:01:35.000+0000
2014-09-15T10:23:04Z,e81f7d6d364703757004349706a2f7e9a80e1b27,SYNCOPE-547,2014-09-15T08:26:04.000+0000,[1.1.8],[1.1.9  1.2.0  2.0.0-M1],2014-09-15T08:01:35.000+0000
2014-09-15T08:24:57Z,4cc9738c9263c75857b1ea80b7b2c3e51494512a,SYNCOPE-547,2014-09-15T08:26:04.000+0000,[1.1.8],[1.1.9  1.2.0  2.0.0-M1],2014-09-15T08:01:35.000+0000
2014-09-15T08:24:30Z,38d4aadb6cfe50a541a0a302b9c899769b883045,SYNCOPE-547,2014-09-15T08:26:04.000+0000,[1.1.8],[1.1.9  1.2.0  2.0.0-M1],2014-09-15T08:01:35.000+0000
2014-09-15T08:21:44Z,0b5a345533f6a6a41f1725a61ab826173d4f5bd7,SYNCOPE-547,2014-09-15T08:26:04.000+0000,[1.1.8],[1.1.9  1.2.0  2.0.0-M1],2014-09-15T08:01:35.000+0000
2014-09-15T08:20:52Z,20a338c2b9153202e006ffde7001eeca5f55dc03,SYNCOPE-547,2014-09-15T08:26:04.000+0000,[1.1.8],[1.1.9  1.2.0  2.0.0-M1],2014-09-15T08:01:35.000+0000
2014-09-15T08:06:35Z,3549ea69dbc395951064e50d92dea4fb9bbf5717,SYNCOPE-547,2014-09-15T08:26:04.000+0000,[1.1.8],[1.1.9  1.2.0  2.0.0-M1],2014-09-15T08:01:35.000+0000
2014-09-04T15:43:10Z,e5f684671e0685e7708c419b447e3899dab9bbc4,SYNCOPE-546,2014-09-04T15:48:15.000+0000,[1.1.9],[1.1.9],2014-09-04T09:34:02.000+0000
2014-09-05T08:44:14Z,b98b4a961b2d4da8e9b633e623fd7ac69a426ca7,SYNCOPE-545,2014-09-05T08:46:46.000+0000,[1.1.9  1.2.0-M1  2.0.0-M1],[1.1.9  1.2.0-M1  2.0.0-M1],2014-09-04T09:21:26.000+0000
2014-09-05T08:39:18Z,e760b9ce9af18e61003717823626a5aa3b670b24,SYNCOPE-545,2014-09-05T08:46:46.000+0000,[1.1.9  1.2.0-M1  2.0.0-M1],[1.1.9  1.2.0-M1  2.0.0-M1],2014-09-04T09:21:26.000+0000
2014-09-05T08:16:13Z,504fb159aab341bd4052817168d7c7b3943523c4,SYNCOPE-545,2014-09-05T08:46:46.000+0000,[1.1.9  1.2.0-M1  2.0.0-M1],[1.1.9  1.2.0-M1  2.0.0-M1],2014-09-04T09:21:26.000+0000
2014-09-08T12:04:30Z,4dee80310a37e111aa27b61f980881e3baf50eb7,SYNCOPE-543,2014-09-08T12:17:26.000+0000,[1.1.8  1.2.0-M1  2.0.0-M1],[1.1.9  1.2.0-M1  2.0.0-M1],2014-08-27T07:55:51.000+0000
2014-09-08T10:59:22Z,dace282e2c26851928e9b81bab423e74a3f277ed,SYNCOPE-543,2014-09-08T12:17:26.000+0000,[1.1.8  1.2.0-M1  2.0.0-M1],[1.1.9  1.2.0-M1  2.0.0-M1],2014-08-27T07:55:51.000+0000
2014-09-08T09:09:23Z,3903b84ed72cfc05c276761c3b03737d4b925709,SYNCOPE-543,2014-09-08T12:17:26.000+0000,[1.1.8  1.2.0-M1  2.0.0-M1],[1.1.9  1.2.0-M1  2.0.0-M1],2014-08-27T07:55:51.000+0000
2014-09-08T08:41:20Z,83a805a463c2cabaa53d217f7bed9361dd42e208,SYNCOPE-543,2014-09-08T12:17:26.000+0000,[1.1.8  1.2.0-M1  2.0.0-M1],[1.1.9  1.2.0-M1  2.0.0-M1],2014-08-27T07:55:51.000+0000
2014-08-05T17:39:29Z,6cb13879bb499ca546e0f9a7c85551acc8d1678b,SYNCOPE-540,2014-08-05T17:42:00.000+0000,[1.2.0-M1],[1.2.0-M1  2.0.0-M1],2014-08-04T12:40:25.000+0000
2014-08-05T17:37:59Z,f579d388c20e2d3827ccbfd569c22cf688da3293,SYNCOPE-540,2014-08-05T17:42:00.000+0000,[1.2.0-M1],[1.2.0-M1  2.0.0-M1],2014-08-04T12:40:25.000+0000
2014-08-05T11:55:58Z,8138e3c4bde85510190673bbbce1823b91ea799d,SYNCOPE-540,2014-08-05T17:42:00.000+0000,[1.2.0-M1],[1.2.0-M1  2.0.0-M1],2014-08-04T12:40:25.000+0000
2014-08-05T11:55:03Z,a1db33fa8f3833fdad6b069232a0490555766973,SYNCOPE-540,2014-08-05T17:42:00.000+0000,[1.2.0-M1],[1.2.0-M1  2.0.0-M1],2014-08-04T12:40:25.000+0000
2014-08-06T09:52:40Z,35a8dbef89f0099c0d20614e3295bd6d32b51c57,SYNCOPE-539,2014-08-06T09:57:41.000+0000,[1.2.0-M1],[1.2.0-M1  2.0.0-M1],2014-07-30T15:15:46.000+0000
2014-08-06T09:20:30Z,d7e1ea1e6935261416ec119f7c1181b1b9d92690,SYNCOPE-539,2014-08-06T09:57:41.000+0000,[1.2.0-M1],[1.2.0-M1  2.0.0-M1],2014-07-30T15:15:46.000+0000
2014-07-07T10:02:21Z,0b237956bdf5d49f83ea8a6f9c7a079d2a562101,SYNCOPE-532,2014-07-07T09:40:00.000+0000,[1.2.0-M1  2.0.0-M1],[1.2.0-M1  2.0.0-M1],2014-07-07T07:25:46.000+0000
2014-07-07T09:39:48Z,04d3aa3af4b110843ec06ded7656bf578ee54064,SYNCOPE-532,2014-07-07T09:40:00.000+0000,[1.2.0-M1  2.0.0-M1],[1.2.0-M1  2.0.0-M1],2014-07-07T07:25:46.000+0000
2014-07-07T09:38:18Z,736f0e17429104e89cfd23f0491a82611d4a2926,SYNCOPE-532,2014-07-07T09:40:00.000+0000,[1.2.0-M1  2.0.0-M1],[1.2.0-M1  2.0.0-M1],2014-07-07T07:25:46.000+0000
2014-07-07T08:54:30Z,81ad48c8301c89576d7e04e945ed1b8939626067,SYNCOPE-531,2014-07-07T11:56:45.000+0000,[1.1.8  1.2.0-M1],[1.1.9  1.2.0-M1],2014-07-05T12:44:27.000+0000
2014-07-07T08:40:23Z,e79714f872be17953ab35f303958980514f6fdfe,SYNCOPE-531,2014-07-07T11:56:45.000+0000,[1.1.8  1.2.0-M1],[1.1.9  1.2.0-M1],2014-07-05T12:44:27.000+0000
2014-07-05T18:52:54Z,a56e63ac3b44448c25eccc093ead8c94d2ef8966,SYNCOPE-531,2014-07-07T11:56:45.000+0000,[1.1.8  1.2.0-M1],[1.1.9  1.2.0-M1],2014-07-05T12:44:27.000+0000
2014-07-05T18:28:52Z,ce6eaaf18b1ceae57e37033a4e1a6a503e0a5ee4,SYNCOPE-531,2014-07-07T11:56:45.000+0000,[1.1.8  1.2.0-M1],[1.1.9  1.2.0-M1],2014-07-05T12:44:27.000+0000
2014-07-03T13:13:43Z,e1c6977bcb861365d8dbd56215d22c5338373461,SYNCOPE-527,2014-07-03T13:22:50.000+0000,[],[1.2.0-M1],2014-07-02T14:56:46.000+0000
2014-06-24T13:17:33Z,cbe082a2ebf17cb5ebf0f4be93cca1eda5b80446,SYNCOPE-515,2014-06-25T12:06:55.000+0000,[1.1.7  1.2.0-M1],[1.1.8  1.2.0-M1],2014-06-24T12:57:40.000+0000
2014-06-25T15:03:47Z,59ba01e7a9873228605dcb68335fb2a00a752398,SYNCOPE-514,2014-06-25T15:04:29.000+0000,[1.2.0-M1],[1.2.0-M1],2014-06-23T15:19:30.000+0000
2014-06-20T14:37:27Z,a79e1f3d38f5d308ba86c75028546d1ee30c484c,SYNCOPE-512,2014-06-20T14:38:23.000+0000,[1.1.8  1.2.0-M1],[1.1.8  1.2.0-M1],2014-06-20T14:25:56.000+0000
2014-06-19T12:11:05Z,050cf08297a71d6eb0105b94cd07551909ea6755,SYNCOPE-510,2014-06-19T12:56:14.000+0000,[1.2.0-M1],[1.2.0-M1],2014-06-19T09:42:56.000+0000
2014-06-19T12:34:20Z,4fd7a195fd35d91bd3a6e7de4d8c504bd0be16fd,SYNCOPE-509,2014-06-19T12:40:55.000+0000,[1.1.8  1.2.0-M1],[1.1.8  1.2.0-M1],2014-06-19T07:43:12.000+0000
2014-06-19T10:32:44Z,1bd086af5f873b9e4d221b2eb899dcc8a9733cae,SYNCOPE-509,2014-06-19T12:40:55.000+0000,[1.1.8  1.2.0-M1],[1.1.8  1.2.0-M1],2014-06-19T07:43:12.000+0000
2014-06-13T09:38:42Z,7450a07e98f0ee3f197d277701c1d60e09b1dc73,SYNCOPE-506,2014-06-13T09:39:35.000+0000,[1.2.0-M1],[1.2.0-M1],2014-06-12T12:29:24.000+0000
2014-06-25T12:05:42Z,56c18fe7854e83c6d64c7c938a49793c1419cd59,SYNCOPE-504,2014-06-25T12:06:31.000+0000,[1.1.7  1.2.0-M1],[1.1.8  1.2.0-M1],2014-06-11T07:46:15.000+0000
2014-06-23T15:26:52Z,bc9ec67d1f0d2fe8f7aabedfc1b9b32b19c0f224,SYNCOPE-504,2014-06-25T12:06:31.000+0000,[1.1.7  1.2.0-M1],[1.1.8  1.2.0-M1],2014-06-11T07:46:15.000+0000
2014-06-17T09:22:49Z,e62398514bb634138aab4a18d62efe36dcaca2ff,SYNCOPE-501,2014-06-17T09:24:55.000+0000,[1.1.8  1.2.0-M1],[1.1.8  1.2.0-M1],2014-06-10T08:59:42.000+0000
2014-06-16T09:38:40Z,856eafa6924a37948697b93333dc011900290f3b,SYNCOPE-501,2014-06-17T09:24:55.000+0000,[1.1.8  1.2.0-M1],[1.1.8  1.2.0-M1],2014-06-10T08:59:42.000+0000
2014-06-12T07:15:00Z,92ba1e4acd2fbddf39f0edbf532a5f429c180b97,SYNCOPE-501,2014-06-17T09:24:55.000+0000,[1.1.8  1.2.0-M1],[1.1.8  1.2.0-M1],2014-06-10T08:59:42.000+0000
2014-06-06T15:50:29Z,aceaf25fdc38d26e5885a78ac2e775352eca1715,SYNCOPE-500,2014-06-06T15:51:16.000+0000,[1.1.8  1.2.0-M1],[1.1.8  1.2.0-M1],2014-06-06T12:46:01.000+0000
2014-06-06T15:39:53Z,7acc8d151365691add5854c0120b1459f07de2e8,SYNCOPE-500,2014-06-06T15:51:16.000+0000,[1.1.8  1.2.0-M1],[1.1.8  1.2.0-M1],2014-06-06T12:46:01.000+0000
2014-06-06T15:22:16Z,e1c0b2c001ba273b16fab62f5d8d59492b8b303f,SYNCOPE-500,2014-06-06T15:51:16.000+0000,[1.1.8  1.2.0-M1],[1.1.8  1.2.0-M1],2014-06-06T12:46:01.000+0000
2014-06-05T13:31:55Z,3ddffc0364ccd183793701359dc77e6125943e9a,SYNCOPE-499,2014-06-05T13:33:02.000+0000,[1.1.7  1.2.0-M1],[1.1.8  1.2.0-M1],2014-06-03T16:55:33.000+0000
2014-06-05T13:18:41Z,435cf91cda4887ee8305ceaee9dfb3f85635ea9a,SYNCOPE-499,2014-06-05T13:33:02.000+0000,[1.1.7  1.2.0-M1],[1.1.8  1.2.0-M1],2014-06-03T16:55:33.000+0000
2014-06-03T14:48:51Z,316eca74d0fc08548d1199fbe2f49325ca84d866,SYNCOPE-498,2014-06-03T14:49:39.000+0000,[],[1.2.0-M1],2014-05-30T10:59:54.000+0000
2014-06-06T11:46:03Z,a01f0bae81494750cc3f9914abc58301d7effffe,SYNCOPE-497,2014-06-06T12:17:17.000+0000,[],[1.2.0-M1],2014-05-30T10:17:32.000+0000
2014-06-03T12:14:39Z,ffc61f0e328a2ec702f0e9ca72cae31ed38d9b53,SYNCOPE-495,2014-06-03T12:18:36.000+0000,[1.2.0-M1],[1.2.0-M1],2014-05-22T08:01:46.000+0000
2014-05-27T12:52:03Z,963cc3105fa8e15862c2f0b45d41e4e630cf5d6a,SYNCOPE-495,2014-06-03T12:18:36.000+0000,[1.2.0-M1],[1.2.0-M1],2014-05-22T08:01:46.000+0000
2014-05-08T12:49:21Z,067b6ba262293b6f58a7340e9cac17d6e7109682,SYNCOPE-490,2014-05-13T11:50:11.000+0000,[1.2.0-M1],[1.2.0-M1],2014-05-08T08:36:00.000+0000
2014-05-08T07:29:55Z,efb1ab7252cd55f1a983b220c64f247591094eb0,SYNCOPE-489,2014-05-13T11:50:00.000+0000,[1.2.0-M1],[1.2.0-M1],2014-05-07T11:55:57.000+0000
2014-03-13T07:11:21Z,8cd8508cfe7b858c049acadd4c789abbd44640f7,SYNCOPE-484,2014-03-13T07:14:33.000+0000,[1.1.6],[1.1.7],2014-03-12T15:05:12.000+0000
2014-05-13T13:59:46Z,7cd4b43de678e9545fd191d6f6b102eddd674141,SYNCOPE-483,2014-05-13T14:02:41.000+0000,[1.2.0-M1],[1.2.0-M1],2014-03-11T10:04:43.000+0000
2014-05-13T11:41:43Z,a0976793c6e5f6e05ef8e0c0d25613b9f42a7e12,SYNCOPE-483,2014-05-13T14:02:41.000+0000,[1.2.0-M1],[1.2.0-M1],2014-03-11T10:04:43.000+0000
2014-02-27T16:14:41Z,eddd08e933a50e2ee8a60288318d240059480324,SYNCOPE-482,2014-02-27T16:15:04.000+0000,[1.2.0-M1],[1.2.0-M1],2014-02-27T14:28:09.000+0000
2014-01-15T08:33:00Z,fcc7059ef14f5c935385c6959e272b2d133e968f,SYNCOPE-476,2014-01-15T09:58:30.000+0000,[1.1.5],[1.1.6  1.2.0-M1],2014-01-14T14:41:44.000+0000
2014-01-09T15:21:55Z,6cba7826c7d7866179237c1236d5eae8e7652828,SYNCOPE-475,2014-01-09T15:22:58.000+0000,[1.1.5],[1.1.6  1.2.0-M1],2014-01-09T12:51:34.000+0000
2014-01-09T15:20:45Z,907983e586194622e921dbf9d24f70ce07cc8dda,SYNCOPE-475,2014-01-09T15:22:58.000+0000,[1.1.5],[1.1.6  1.2.0-M1],2014-01-09T12:51:34.000+0000
2014-01-09T15:57:14Z,b63ce558de2acc5577e643c944fca79f11ae3b12,SYNCOPE-474,2014-01-09T16:03:35.000+0000,[1.1.5],[1.1.6],2014-01-09T11:28:43.000+0000
2013-12-30T11:26:03Z,2940e5fc1a1efaeac5b75bd232cae744de01b2f4,SYNCOPE-466,2013-12-30T11:33:48.000+0000,[1.1.5],[1.1.6  1.2.0-M1],2013-12-30T10:20:34.000+0000
2013-12-30T11:13:03Z,b33f2ca563ebd70b1df0dcd8820264ca4b05a79b,SYNCOPE-466,2013-12-30T11:33:48.000+0000,[1.1.5],[1.1.6  1.2.0-M1],2013-12-30T10:20:34.000+0000
2013-12-31T11:58:55Z,6afd2ce9bf994e4fdab2426d9e113aae478e0d4c,SYNCOPE-465,2013-12-31T11:59:05.000+0000,[1.1.6  1.2.0-M1],[1.1.6  1.2.0-M1],2013-12-29T14:27:15.000+0000
2013-12-31T10:31:14Z,f285d526ffde53fb323ea66705283e77c8fe85d4,SYNCOPE-465,2013-12-31T11:59:05.000+0000,[1.1.6  1.2.0-M1],[1.1.6  1.2.0-M1],2013-12-29T14:27:15.000+0000
2013-12-31T07:45:14Z,8bd972c47de9d8659c9e57cefd30b7c702fc3d33,SYNCOPE-465,2013-12-31T11:59:05.000+0000,[1.1.6  1.2.0-M1],[1.1.6  1.2.0-M1],2013-12-29T14:27:15.000+0000
2013-12-30T14:28:15Z,822302c158dc907454835b54d69c811cfed3fdd0,SYNCOPE-465,2013-12-31T11:59:05.000+0000,[1.1.6  1.2.0-M1],[1.1.6  1.2.0-M1],2013-12-29T14:27:15.000+0000
2014-01-30T12:59:20Z,9dfcc57a1d33b0bb8be888050d42cac877d2e412,SYNCOPE-462,2014-01-30T13:00:15.000+0000,[1.1.5],[1.1.6  1.2.0-M1],2013-12-16T11:04:32.000+0000
2014-01-30T11:37:52Z,e9c813556781360223a8a7f8c2ddb8074470ee75,SYNCOPE-462,2014-01-30T13:00:15.000+0000,[1.1.5],[1.1.6  1.2.0-M1],2013-12-16T11:04:32.000+0000
2014-06-16T10:40:39Z,e917514b4d73425a8da26567d3746da42ca64921,SYNCOPE-459,2013-12-14T09:42:22.000+0000,[1.1.4  1.1.5],[1.1.6  1.2.0-M1],2013-12-04T12:39:22.000+0000
2013-12-14T09:38:34Z,db01dd93e91964bdcc54954c25b38509a320aef1,SYNCOPE-459,2013-12-14T09:42:22.000+0000,[1.1.4  1.1.5],[1.1.6  1.2.0-M1],2013-12-04T12:39:22.000+0000
2013-12-14T09:01:12Z,e16d3b9d6209b6081873a85493839447b332f469,SYNCOPE-459,2013-12-14T09:42:22.000+0000,[1.1.4  1.1.5],[1.1.6  1.2.0-M1],2013-12-04T12:39:22.000+0000
2014-06-10T09:45:54Z,9fcaab6afb4f253937f65c2b470ce37b775e6e24,SYNCOPE-458,2014-06-10T09:47:23.000+0000,[1.1.5],[1.2.0-M1],2013-12-03T17:28:14.000+0000
