jira_id,affected versions,fixed version,commit date,created,resolution date
2017-03-10T12:51:12Z,98e27bfe1e46643d58fe649aab52d3597d914267,SYNCOPE-1043,2017-03-10T12:51:48.000+0000,[2.0.2],[2.0.3  2.1.0],2017-03-07T14:22:09.000+0000
2017-03-07T15:31:29Z,d268c1ec5c281d105e2d257e60d0677362733e0b,SYNCOPE-1042,2017-03-07T15:42:13.000+0000,[2.0.2],[2.0.3  2.1.0],2017-03-07T12:04:29.000+0000
2017-03-01T11:24:41Z,58fa8e7bf50eab0c156b5a3cbda3a0a93c2e9d7d,SYNCOPE-1040,2017-03-01T11:25:36.000+0000,[2.0.2],[2.0.3  2.1.0],2017-03-01T11:24:18.000+0000
2017-03-07T11:15:39Z,bfcac4bbd4a8007ee2df3bf4c61e667c2d1215b2,SYNCOPE-1039,2017-03-07T11:17:11.000+0000,[2.0.2],[2.0.3  2.1.0],2017-03-01T09:27:00.000+0000
2017-03-07T15:56:48Z,72f1b3e1a0a239c042548a2da7c7fac142dab55d,SYNCOPE-1038,2017-03-07T15:57:44.000+0000,[2.0.2],[2.0.3  2.1.0],2017-03-01T09:20:08.000+0000
2017-03-03T13:00:42Z,16020a557ad314d9034712f4bed8d13b90921166,SYNCOPE-1037,2017-03-03T13:01:43.000+0000,[2.0.2],[2.0.3  2.1.0],2017-03-01T09:09:06.000+0000
2017-03-03T13:00:46Z,b2b8ee1998cb60d5fc31e2c11283fdbfaeb7cc73,SYNCOPE-1036,2017-03-03T13:01:29.000+0000,[2.0.2],[2.0.3  2.1.0],2017-03-01T09:06:09.000+0000
2017-03-07T14:01:20Z,c6e10f92ffb37391c6509725838e8d61aaac7fab,SYNCOPE-1034,2017-03-07T14:11:11.000+0000,[2.0.2],[2.0.3  2.1.0],2017-02-28T08:32:06.000+0000
2017-02-24T10:24:50Z,2d4aee40f67069f0ef6254dcb98dea0fd2d22074,SYNCOPE-1033,2017-02-24T10:25:24.000+0000,[2.0.2],[2.0.3  2.1.0],2017-02-24T09:46:32.000+0000
2017-02-27T15:14:59Z,2fbe7fb200aae36f5a1d1935ece0b3921018377b,SYNCOPE-1032,2017-02-27T15:24:29.000+0000,[2.0.2],[2.0.3  2.1.0],2017-02-24T09:26:46.000+0000
2017-02-27T14:19:05Z,d0dc9b35f8e901c692c6df8b3016fd2384d94d62,SYNCOPE-1030,2017-02-27T14:47:53.000+0000,[2.0.2],[2.0.3  2.1.0],2017-02-24T09:20:53.000+0000
2017-02-28T11:44:27Z,f46891466bc516551b62e284108af357012b7052,SYNCOPE-1027,2017-02-28T11:46:25.000+0000,[2.0.2],[2.0.3  2.1.0],2017-02-24T08:43:47.000+0000
2017-02-27T16:47:46Z,6d81b69ac52a5a7773f600e5168f32ffb0dde79c,SYNCOPE-1026,2017-02-27T16:48:15.000+0000,[2.0.2],[2.0.3  2.1.0],2017-02-24T08:27:42.000+0000
2017-02-23T16:06:20Z,2fb13a27fbd2c716c583458ca19168820022bdb8,SYNCOPE-1025,2017-02-23T16:06:53.000+0000,[2.0.2],[2.0.3  2.1.0],2017-02-23T16:05:23.000+0000
2018-07-05T10:43:01Z,027b6bdfed8666f0d1a1225d3e27a3047e93acf2,SYNCOPE-1024,2017-03-01T09:29:52.000+0000,[2.0.2],[2.0.3  2.1.0],2017-02-23T09:20:32.000+0000
2017-03-01T09:28:51Z,b08bc1c4a2ea9a552810f899ab4c25d0ddb5901c,SYNCOPE-1024,2017-03-01T09:29:52.000+0000,[2.0.2],[2.0.3  2.1.0],2017-02-23T09:20:32.000+0000
2017-02-22T18:01:15Z,e4947c909e4cf18713653a4e4977489331c5fb45,SYNCOPE-1023,2017-02-22T18:02:13.000+0000,[2.0.2],[2.0.3  2.1.0],2017-02-22T16:06:22.000+0000
2017-03-07T15:03:03Z,d7c848cee63695dbf0f63dee6dcc53f52e838b11,SYNCOPE-1022,2017-03-07T15:03:54.000+0000,[2.0.2],[2.0.3  2.1.0],2017-02-22T06:57:46.000+0000
2017-02-16T08:30:43Z,ffc490175cb789d6f6d78341f5078e8942bfca04,SYNCOPE-1016,2017-02-15T18:05:45.000+0000,[2.0.2],[2.0.3  2.1.0],2017-02-15T17:58:38.000+0000
2017-02-15T18:05:01Z,223f29a9547eac2c615bc4f18120ebc0cad0bd0d,SYNCOPE-1016,2017-02-15T18:05:45.000+0000,[2.0.2],[2.0.3  2.1.0],2017-02-15T17:58:38.000+0000
2017-02-12T13:41:58Z,9ad62a3447449c5d3a735bbb5154d2ed7347e689,SYNCOPE-1014,2017-02-12T13:26:49.000+0000,[2.0.2],[2.0.3  2.1.0],2017-02-12T13:24:23.000+0000
2017-02-12T13:24:47Z,560000847f8eb31b2964c32cf83224df5d9188ea,SYNCOPE-1014,2017-02-12T13:26:49.000+0000,[2.0.2],[2.0.3  2.1.0],2017-02-12T13:24:23.000+0000
2017-02-12T13:15:43Z,6a46d3a3f350a630a1d664bdb117304c6d249db3,SYNCOPE-1013,2017-02-12T13:03:03.000+0000,[2.0.2],[2.0.3  2.1.0],2017-02-12T13:01:24.000+0000
2017-02-12T13:02:29Z,f4ffc3b568792da1d91f4ebb66be78a0066b4bda,SYNCOPE-1013,2017-02-12T13:03:03.000+0000,[2.0.2],[2.0.3  2.1.0],2017-02-12T13:01:24.000+0000
2017-02-12T08:06:15Z,93cbe3fb003f938ba8fd6227cf780b8ae593422f,SYNCOPE-1012,2017-02-12T08:06:53.000+0000,[2.0.2],[2.0.3  2.1.0],2017-02-12T07:53:29.000+0000
2017-02-12T06:52:51Z,f3795a8d55b2dea57a5fd0e67f7d08de0fb9828c,SYNCOPE-1010,2017-02-12T06:54:19.000+0000,[2.0.2],[2.0.3  2.1.0],2017-02-12T06:51:38.000+0000
2017-03-14T11:37:14Z,24a71aa96c452c60f64fb58efc76b5ba171cfec9,SYNCOPE-1008,2017-03-14T11:37:54.000+0000,[2.0.2],[2.0.3  2.1.0],2017-02-07T13:14:47.000+0000
2017-02-03T16:28:57Z,deac686f90acd387486824d0402bebdf72defd00,SYNCOPE-1007,2017-02-03T16:33:14.000+0000,[2.0.2],[2.0.3  2.1.0],2017-02-02T17:11:27.000+0000
2017-01-31T16:29:12Z,8df515ecf485aa342b5b3098a78e23ea8a2c18f3,SYNCOPE-1004,2017-02-01T07:18:41.000+0000,[2.0.2],[2.0.3  2.1.0],2017-01-31T16:10:06.000+0000
2017-01-31T16:29:16Z,d80e02334de47b7b1c9bb738f1f66b70d2826780,SYNCOPE-1003,2017-02-01T07:18:07.000+0000,[2.0.2],[2.0.3  2.1.0],2017-01-31T15:55:17.000+0000
2017-01-25T17:19:30Z,e06281c09a294275ead6dbd3a0c3775094df860c,SYNCOPE-1002,2017-01-25T17:21:38.000+0000,[2.0.1],[2.0.2  2.1.0],2017-01-25T16:58:38.000+0000
2017-01-24T10:08:39Z,b709acfafe6228a63fef698f0f8f9fa237afec7b,SYNCOPE-1001,2017-01-24T10:09:10.000+0000,[2.0.1],[2.0.2  2.1.0],2017-01-24T10:07:48.000+0000
2017-01-23T15:56:32Z,7899b4d9cced869450c0c69e85249b7710e718c5,SYNCOPE-1000,2017-01-23T15:57:06.000+0000,[2.0.1],[2.0.2  2.1.0],2017-01-23T14:32:14.000+0000
2017-01-24T09:17:57Z,319fff45d0197e5d139180c9ddde675ce7bd9882,SYNCOPE-999,2017-01-20T17:06:43.000+0000,[1.2.9  2.0.1],[1.2.10  2.0.2  2.1.0],2017-01-20T15:53:35.000+0000
2017-01-23T15:27:22Z,58520329104ba3ae93a34b879c9a8d60edb8e7a7,SYNCOPE-999,2017-01-20T17:06:43.000+0000,[1.2.9  2.0.1],[1.2.10  2.0.2  2.1.0],2017-01-20T15:53:35.000+0000
2017-01-20T17:06:07Z,e2567e459bc0eeb8065f0f2fcdcbd17ad4dcb0c3,SYNCOPE-999,2017-01-20T17:06:43.000+0000,[1.2.9  2.0.1],[1.2.10  2.0.2  2.1.0],2017-01-20T15:53:35.000+0000
2017-01-13T16:31:19Z,9c15f643a4f38cd86b6a4852896721d9d72ed824,SYNCOPE-997,2017-01-13T16:33:44.000+0000,[2.0.1],[2.0.2  2.1.0],2017-01-13T11:26:29.000+0000
2017-01-13T16:03:30Z,9f7e0ac15813fb50f34992bc413729c8943cd6e5,SYNCOPE-997,2017-01-13T16:33:44.000+0000,[2.0.1],[2.0.2  2.1.0],2017-01-13T11:26:29.000+0000
2017-01-20T11:38:06Z,ef65d83cf867044f0b859e8691728cefcd3f651f,SYNCOPE-994,2017-01-20T11:23:43.000+0000,[2.0.1],[2.0.2  2.1.0],2017-01-12T14:48:29.000+0000
2017-01-20T11:22:04Z,f11b63cf9498d6259c7d8f58d54389cf2fa18edc,SYNCOPE-994,2017-01-20T11:23:43.000+0000,[2.0.1],[2.0.2  2.1.0],2017-01-12T14:48:29.000+0000
2017-01-16T15:39:51Z,c12a546007c48616a304c110fbd25d9ff0527118,SYNCOPE-993,2017-01-16T15:44:11.000+0000,[2.0.1],[2.0.2  2.1.0],2017-01-12T14:22:55.000+0000
2017-01-13T10:51:24Z,b30099b68ca105d097c261651b1a255de184556e,SYNCOPE-992,2017-01-13T10:52:38.000+0000,[2.0.1],[2.0.2  2.1.0],2017-01-12T14:03:34.000+0000
2017-01-10T10:50:21Z,e44e5534009b8da9f7bda899b16a11340cff8293,SYNCOPE-990,2017-01-10T10:50:57.000+0000,[2.0.1],[2.0.2  2.1.0],2017-01-10T10:49:13.000+0000
2016-12-30T11:58:25Z,5b00c8c8cd59df96ac34f3a7495b9b396891a1cc,SYNCOPE-987,2016-12-30T13:23:57.000+0000,[2.0.1],[2.0.2  2.1.0],2016-12-29T15:32:31.000+0000
2016-12-29T16:07:00Z,c47be3b59cf9778012fab5863c2d0c54eb46d19b,SYNCOPE-987,2016-12-30T13:23:57.000+0000,[2.0.1],[2.0.2  2.1.0],2016-12-29T15:32:31.000+0000
2016-12-29T16:06:20Z,0aba812830b9b29314e4221fe4a5cc0f3c997be4,SYNCOPE-987,2016-12-30T13:23:57.000+0000,[2.0.1],[2.0.2  2.1.0],2016-12-29T15:32:31.000+0000
2016-12-20T10:19:38Z,18ac4512cbda7a1b58a185fc866887ff753d7932,SYNCOPE-982,2016-12-20T10:24:36.000+0000,[2.0.1],[2.0.2  2.1.0],2016-12-19T16:35:21.000+0000
2016-12-12T10:44:21Z,367bf616046d9a31bb32529653560926832dbf1d,SYNCOPE-981,2016-12-12T10:46:59.000+0000,[2.0.1],[2.0.2  2.1.0],2016-12-12T10:43:58.000+0000
2016-12-07T12:27:36Z,f1d294d6fe23b03ade5f59f9d1b94959c518cb86,SYNCOPE-980,2016-12-07T12:28:06.000+0000,[2.0.1],[2.0.2  2.1.0],2016-12-07T09:45:35.000+0000
2016-12-02T15:17:06Z,db06951074ce82882bdc6bab9829f8bc60de221f,SYNCOPE-979,2016-12-02T15:23:06.000+0000,[2.0.1],[2.0.2  2.1.0],2016-12-01T08:55:14.000+0000
2016-11-30T15:03:20Z,e7e8e92da2ac89cc7ee698cc589e28dfb1c06de3,SYNCOPE-977,2016-11-30T15:11:41.000+0000,[2.0.1],[2.0.2  2.1.0],2016-11-30T11:37:34.000+0000
2016-11-28T12:10:38Z,16b3f89a6dec0831f9098a62b9a033f749dcb401,SYNCOPE-976,2016-11-28T12:41:23.000+0000,[1.2.9  2.0.1],[1.2.10  2.0.2  2.1.0],2016-11-28T11:52:04.000+0000
2016-11-26T06:52:30Z,d4b49cd95f6caf2710fd54dfba475795b0924311,SYNCOPE-975,2016-11-26T06:54:13.000+0000,[1.2.10  2.0.2  2.1.0],[1.2.10  2.0.2  2.1.0],2016-11-26T03:10:51.000+0000
2016-11-25T15:55:02Z,fba91e145593bd8ac44af74dd5fa2820ea509a8e,SYNCOPE-974,2016-11-25T16:03:37.000+0000,[2.0.1],[2.0.2  2.1.0],2016-11-25T15:13:13.000+0000
2016-09-27T13:35:29Z,4371ae7874de87781ef180df9c310e38c95a46db,SYNCOPE-973,2016-11-25T11:43:52.000+0000,[1.2.9],[1.2.10],2016-11-25T11:35:06.000+0000
2016-11-18T11:57:16Z,6a59c3311e8b160e6ea9851c65def972a76e730e,SYNCOPE-970,2016-11-18T12:54:06.000+0000,[2.0.1],[2.0.2  2.1.0],2016-11-17T14:34:41.000+0000
2016-11-10T16:58:22Z,047c00d4b7f2b63245fbbf03080f719b9af3a44e,SYNCOPE-966,2016-11-10T16:58:58.000+0000,[2.0.1],[2.0.2  2.1.0],2016-11-10T07:33:39.000+0000
2016-11-09T08:04:12Z,31699b0c3d81a7fff781be8ed2deb72f22e8125c,SYNCOPE-965,2016-11-09T08:06:13.000+0000,[1.2.9  2.0.1],[1.2.10  2.0.2  2.1.0],2016-11-07T16:20:04.000+0000
2016-09-29T15:26:57Z,8f59258cc3b740ae4c67d4840916958e4de351a6,SYNCOPE-953,2016-09-29T15:28:01.000+0000,[2.0.0],[2.0.1  2.1.0],2016-09-29T14:51:45.000+0000
2016-09-23T09:25:38Z,a247cc51f7f4964d04dfd61d4042967e2ec99ee3,SYNCOPE-950,2016-09-23T09:26:28.000+0000,[2.0.1],[2.0.1  2.1.0],2016-09-23T08:59:16.000+0000
2016-09-19T14:54:33Z,228bf3ed54cfd1ebff45bf0433e08bd84e3197b5,SYNCOPE-947,2016-09-19T14:57:47.000+0000,[2.0.0],[2.0.1],2016-09-19T14:31:22.000+0000
2016-10-03T10:51:51Z,b244c6144dd73d26b89e50461f0785d2040df214,SYNCOPE-946,2016-09-30T15:33:25.000+0000,[2.0.0],[2.0.1  2.1.0],2016-09-19T14:30:35.000+0000
2016-09-30T15:28:09Z,74d8abec6c245fc1ed763f190886cd76c2b6b52f,SYNCOPE-946,2016-09-30T15:33:25.000+0000,[2.0.0],[2.0.1  2.1.0],2016-09-19T14:30:35.000+0000
2016-09-19T07:52:35Z,fc7ddd9bcb271fee036129173028a42840af6125,SYNCOPE-944,2016-09-16T14:55:08.000+0000,[2.0.0],[2.0.1  2.1.0],2016-09-16T14:32:49.000+0000
2016-09-16T14:53:21Z,1c1db2405b431e4782b15195dee83732754f64e8,SYNCOPE-944,2016-09-16T14:55:08.000+0000,[2.0.0],[2.0.1  2.1.0],2016-09-16T14:32:49.000+0000
2016-10-03T07:26:42Z,8d55cbe430f2a272f6838bd1a1a7edfad87e3ab2,SYNCOPE-942,2016-10-03T07:33:28.000+0000,[2.0.0],[2.0.1  2.1.0],2016-09-13T11:02:01.000+0000
2016-09-30T08:52:38Z,7b9f9758fa4e2ece4d3cd4be6bc18dde684a91a4,SYNCOPE-940,2016-09-30T08:54:20.000+0000,[2.0.0],[2.0.1  2.1.0],2016-09-12T16:02:46.000+0000
2016-09-27T13:28:36Z,f8c0d716220eb01b08f56c3277bc60f34b51f9a2,SYNCOPE-937,2016-09-27T14:31:41.000+0000,[2.0.0.M5  2.0.0],[2.0.1  2.1.0],2016-09-12T06:23:27.000+0000
2016-09-23T15:32:07Z,8e7db68e141b276e0ad5b41be113cea5b66452e4,SYNCOPE-937,2016-09-27T14:31:41.000+0000,[2.0.0.M5  2.0.0],[2.0.1  2.1.0],2016-09-12T06:23:27.000+0000
2016-09-23T14:46:31Z,e821d5fd4d83f81bb5912e9b52bf90eb815f69ad,SYNCOPE-937,2016-09-27T14:31:41.000+0000,[2.0.0.M5  2.0.0],[2.0.1  2.1.0],2016-09-12T06:23:27.000+0000
2016-09-12T10:22:09Z,144da88e87987c70f6ee52b24b31ba92eee1898c,SYNCOPE-937,2016-09-27T14:31:41.000+0000,[2.0.0.M5  2.0.0],[2.0.1  2.1.0],2016-09-12T06:23:27.000+0000
2016-09-08T08:40:31Z,a9c4d58380f1d4ef0f98fd00c388f31c51a34135,SYNCOPE-936,2016-09-08T08:57:24.000+0000,[1.2.8  2.0.0.M5],[1.2.9  2.0.0],2016-09-08T07:48:27.000+0000
2016-09-07T10:55:45Z,bbee3af7676bf566554bfb429191002890d1b577,SYNCOPE-935,2016-09-07T10:58:10.000+0000,[2.0.0.M5],[2.0.0],2016-09-07T09:12:50.000+0000
2016-09-07T15:17:35Z,f6ba895c233d256674074bed3a727cad579c25f9,SYNCOPE-934,2016-09-07T15:18:08.000+0000,[2.0.0.M5],[2.0.0],2016-09-07T07:07:09.000+0000
2016-09-08T13:18:00Z,35ae16a9cd8d1bb890a274e9190bfc66cec81105,SYNCOPE-933,2016-09-08T13:18:31.000+0000,[2.0.0.M5],[2.0.0],2016-09-07T06:55:30.000+0000
2016-09-07T13:56:41Z,a29cc80615e8f066232c5cdf43dc5d25be8487c6,SYNCOPE-931,2016-09-07T13:57:44.000+0000,[2.0.0.M5],[2.0.0],2016-09-06T11:49:31.000+0000
2016-09-07T13:14:41Z,7a7d415cdb8df78f78ee4fcd73b0d5b392022d86,SYNCOPE-931,2016-09-07T13:57:44.000+0000,[2.0.0.M5],[2.0.0],2016-09-06T11:49:31.000+0000
2016-09-06T16:08:44Z,aa90d840817101847626fed6e1388779d51d631a,SYNCOPE-931,2016-09-07T13:57:44.000+0000,[2.0.0.M5],[2.0.0],2016-09-06T11:49:31.000+0000
2016-09-05T08:05:09Z,b69e4cf5ed70d7f058a6213cfb409a705f8b74a8,SYNCOPE-930,2016-09-05T09:37:04.000+0000,[2.0.0-M4  2.0.0.M5],[2.0.0],2016-09-02T18:39:56.000+0000
2016-09-05T13:02:16Z,7e66e3d5abd7709c04d1abde3af119159f3de961,SYNCOPE-929,2016-09-05T13:50:42.000+0000,[1.2.8  2.0.0-M4],[1.2.9  2.0.0],2016-09-02T10:11:49.000+0000
2016-09-01T14:01:29Z,9a7332af592d596149ae86570b31e4d0add52ab9,SYNCOPE-928,2016-09-01T14:32:13.000+0000,[1.1.8  1.2.8  2.0.0-M4],[1.1.9  1.2.9  2.0.0.M5],2016-09-01T13:59:24.000+0000
2016-08-31T14:51:55Z,8150cf84b2f34eac46ba3c193c2c138259baec23,SYNCOPE-927,2016-08-31T14:53:55.000+0000,[2.0.0-M4],[2.0.0.M5],2016-08-31T14:18:42.000+0000
2016-08-23T10:30:52Z,85807bc5f8fe07f0ead635c1e1afc2b11708ef15,SYNCOPE-923,2016-08-27T14:54:34.000+0000,[1.2.8  2.0.0-M4],[1.2.9  2.0.0.M5],2016-08-23T07:54:33.000+0000
2016-08-12T13:36:39Z,577d0577447c341362fcce075c492b5be4e18e3a,SYNCOPE-921,2016-08-27T14:54:53.000+0000,[2.0.0-M4],[2.0.0.M5],2016-08-12T13:31:14.000+0000
2016-08-08T13:48:07Z,729de516b9dd0c86fb1b481a37e6b11c0492abf0,SYNCOPE-918,2016-08-27T14:54:44.000+0000,[2.0.0-M4],[2.0.0.M5],2016-08-08T07:58:12.000+0000
2016-08-04T12:01:35Z,ef7fc474457444f822bfb29842e7767a20356a36,SYNCOPE-916,2016-08-27T14:54:56.000+0000,[2.0.0-M4],[2.0.0.M5],2016-08-04T12:00:54.000+0000
2016-08-10T12:59:18Z,0910230d04aaf0ba69be675b29d5c1d2cd3390ba,SYNCOPE-915,2016-08-27T14:54:38.000+0000,[2.0.0-M4],[2.0.0.M5],2016-08-04T10:39:07.000+0000
2016-08-01T14:42:21Z,873a1b93aa00226c43ce4d427786559c3ff36fa3,SYNCOPE-912,2016-08-27T14:54:56.000+0000,[2.0.0-M4],[2.0.0.M5],2016-07-29T09:49:06.000+0000
2016-08-01T12:44:39Z,51275d6192fed391dcbdc871d130b6eb2d50e0d9,SYNCOPE-911,2016-08-27T14:54:51.000+0000,[2.0.0-M4],[2.0.0.M5],2016-07-29T09:28:12.000+0000
2016-08-01T12:37:33Z,aa5da972be00beac028e0ab0c8fb88d96fdf2c20,SYNCOPE-911,2016-08-27T14:54:51.000+0000,[2.0.0-M4],[2.0.0.M5],2016-07-29T09:28:12.000+0000
2016-08-01T09:39:01Z,c533ba9f882bb3fba6171c4a807582cbfc39d5ff,SYNCOPE-908,2016-08-27T14:54:39.000+0000,[2.0.0-M4],[2.0.0.M5],2016-07-25T08:58:09.000+0000
2016-07-25T08:49:55Z,aeb3aac81cd1d8a5a12f9fc74050228d380233e0,SYNCOPE-907,2016-08-27T14:54:41.000+0000,[2.0.0-M4],[2.0.0.M5],2016-07-25T08:49:30.000+0000
2016-08-09T09:14:50Z,3f279cd7b836c5d786ed21f5f400ab5d315a55f2,SYNCOPE-905,2016-08-27T14:54:44.000+0000,[2.0.0-M4],[2.0.0.M5],2016-07-14T04:34:57.000+0000
2016-07-18T14:00:05Z,c1c7cede8c464bfc29d0209350664ea9266eaec4,SYNCOPE-901,2016-08-27T14:54:51.000+0000,[2.0.0-M2  2.0.0-M3  2.0.0-M4],[2.0.0.M5],2016-07-08T08:40:27.000+0000
2016-07-11T12:50:10Z,b1f7576868c528093c8d28168bedda8ba92738f9,SYNCOPE-900,2016-08-27T14:54:37.000+0000,[],[2.0.0.M5],2016-07-07T16:11:00.000+0000
2016-07-18T09:26:54Z,03c47ef4189163bd6acf0d4f030252d0e6ac1373,SYNCOPE-899,2016-08-27T14:54:55.000+0000,[],[2.0.0.M5],2016-07-07T15:32:45.000+0000
2016-07-08T11:20:23Z,46e642eaf3a3375f2d51f422e0f91ded5cf74e19,SYNCOPE-898,2016-08-27T14:54:37.000+0000,[2.0.0-M4],[2.0.0.M5],2016-07-07T08:58:44.000+0000
2016-07-07T10:02:00Z,f8212ae2b290acadbc47e5b737b057b33dda5654,SYNCOPE-898,2016-08-27T14:54:37.000+0000,[2.0.0-M4],[2.0.0.M5],2016-07-07T08:58:44.000+0000
2016-07-06T14:58:11Z,a9bd3ce15ab684befa28024fd25c1f10e763ff4c,SYNCOPE-893,2016-08-27T14:54:46.000+0000,[2.0.0-M4],[2.0.0.M5],2016-07-05T20:19:57.000+0000
2016-07-06T07:59:31Z,8cad5aad7629d36fbddb3730531392b76e57d7f4,SYNCOPE-892,2016-08-27T14:54:46.000+0000,[2.0.0-M4],[2.0.0.M5],2016-07-05T16:22:13.000+0000
2016-07-11T14:11:24Z,5d95efacd81771a64c6d530f3403cb7b0f8d914d,SYNCOPE-891,2016-08-27T14:54:54.000+0000,[2.0.0-M4],[2.0.0.M5],2016-06-30T15:18:04.000+0000
2016-07-18T09:06:35Z,5b4cf31e55e2fe245f18f08e2e5e085a7463a004,SYNCOPE-888,2016-08-27T14:54:42.000+0000,[2.0.0-M4],[2.0.0.M5],2016-06-30T14:48:51.000+0000
2016-07-01T06:55:48Z,2119e3923feabf84e2b1c939cae0d609b8cf4eac,SYNCOPE-887,2016-08-27T14:54:49.000+0000,[2.0.0-M4],[2.0.0.M5],2016-06-30T14:07:42.000+0000
2016-07-01T15:33:55Z,c54adf5ce25d7a4de93a0805b639b25ba83eb34b,SYNCOPE-886,2016-08-27T14:54:44.000+0000,[2.0.0-M4],[2.0.0.M5],2016-06-30T12:30:40.000+0000
2016-06-30T13:54:04Z,a0fa197bc9190a1d640bc87aa1263dd4a3637cdd,SYNCOPE-884,2016-08-27T14:54:46.000+0000,[2.0.0-M4],[2.0.0.M5],2016-06-28T15:58:15.000+0000
2016-06-30T13:17:47Z,4f6818b103ece7f4b4f10d2fe4c10ddbff33b49e,SYNCOPE-884,2016-08-27T14:54:46.000+0000,[2.0.0-M4],[2.0.0.M5],2016-06-28T15:58:15.000+0000
2016-06-30T15:02:14Z,6f5bd3724d7fc0d81f5eb828e923302598bdd2a6,SYNCOPE-883,2016-08-27T14:54:52.000+0000,[2.0.0-M4],[2.0.0.M5],2016-06-28T15:47:04.000+0000
2016-06-27T19:34:48Z,629d18f2c62e72894676d9106aabea31954ca2e8,SYNCOPE-881,2016-08-27T14:54:43.000+0000,[2.0.0-M4],[2.0.0.M5],2016-06-27T18:56:28.000+0000
2016-06-30T09:17:17Z,835588b5fe34d65b7834884633ad13c19088f38e,SYNCOPE-879,2016-08-27T14:54:52.000+0000,[2.0.0-M4],[2.0.0.M5],2016-06-24T13:27:38.000+0000
2016-06-24T14:31:12Z,6a5fa8416222ff60fb627a748fc9be9f948339e2,SYNCOPE-879,2016-08-27T14:54:52.000+0000,[2.0.0-M4],[2.0.0.M5],2016-06-24T13:27:38.000+0000
2016-06-24T13:53:55Z,21658a50f6668c1d0c4f2afa3190123e8091d073,SYNCOPE-878,2016-08-27T14:54:46.000+0000,[2.0.0-M4],[2.0.0.M5],2016-06-24T11:08:49.000+0000
2016-06-23T09:47:05Z,ddc2f3a18034b50ea84c0349f52570bc5885eaf3,SYNCOPE-876,2016-06-23T09:47:45.000+0000,[1.2.8  2.0.0-M3],[1.2.9  2.0.0-M4],2016-06-23T09:14:29.000+0000
2016-06-23T10:47:39Z,9042203d7f2c976596d271c73cf9765f17a498a0,SYNCOPE-875,2016-06-23T10:48:39.000+0000,[2.0.0-M3],[2.0.0-M4],2016-06-22T16:17:02.000+0000
2016-08-05T12:06:28Z,9cc78981f944546ee32e5968def5b0bb1e2f5241,SYNCOPE-872,2016-08-27T14:54:57.000+0000,[],[2.0.0.M5],2016-06-14T08:00:58.000+0000
2016-08-03T16:19:38Z,343b3d400fd2457e2458c52eacd03af17c51dbac,SYNCOPE-872,2016-08-27T14:54:57.000+0000,[],[2.0.0.M5],2016-06-14T08:00:58.000+0000
2016-06-23T11:28:10Z,3d7159e7b089d012e9b86c8499ae283859678c29,SYNCOPE-869,2016-06-23T11:29:00.000+0000,[2.0.0-M3],[2.0.0-M4],2016-06-07T14:04:57.000+0000
2016-06-06T12:22:35Z,bee58eabedf163d145b41fd44528975235a54bbc,SYNCOPE-868,2016-06-06T12:34:12.000+0000,[2.0.0-M3],[2.0.0-M4],2016-06-06T12:19:35.000+0000
2016-06-06T12:22:35Z,1389a93766e99f473704719b0e6c03353626fcb2,SYNCOPE-867,2016-06-06T12:33:58.000+0000,[2.0.0-M3],[2.0.0-M4],2016-06-06T12:17:45.000+0000
2016-06-20T07:33:47Z,bb0be0902e8a81d8c8896ef4aa55e1515bfc0559,SYNCOPE-865,2016-06-17T16:58:56.000+0000,[2.0.0-M3],[2.0.0-M4],2016-05-31T09:14:11.000+0000
2016-06-17T16:58:14Z,636a136389d8a9334fdbbbddba1e0ef83426f99d,SYNCOPE-865,2016-06-17T16:58:56.000+0000,[2.0.0-M3],[2.0.0-M4],2016-05-31T09:14:11.000+0000
2016-06-23T15:52:39Z,e9d42f4ab157538001c90ab15df6416ba38f7538,SYNCOPE-863,2016-06-23T15:55:08.000+0000,[2.0.0-M2],[2.0.0-M4],2016-05-26T15:59:54.000+0000
2016-05-27T16:17:53Z,fa5e27ff30cc98bd5194082ef080087193a92b19,SYNCOPE-849,2016-05-27T16:19:23.000+0000,[2.0.0.M5],[2.0.0-M3],2016-05-12T07:42:08.000+0000
2016-05-16T14:38:43Z,4c2269e519f61f3bae0bff346872b9a96180883a,SYNCOPE-847,2016-05-16T14:39:25.000+0000,[],[2.0.0-M3],2016-05-11T16:50:15.000+0000
2016-05-31T16:01:25Z,514cbf435f246f3271e3d4d2d0e8386b6c54ac5f,SYNCOPE-846,2016-05-31T18:31:47.000+0000,[],[2.0.0-M3],2016-05-11T16:47:33.000+0000
2016-06-17T14:05:04Z,9df34b024b535af48c7db879139ec9d91fab98d0,SYNCOPE-845,2016-06-17T14:05:43.000+0000,[],[2.0.0-M4],2016-05-11T16:44:53.000+0000
2016-06-17T14:05:04Z,4c053fd24a45e7a8a8b00cd5bc30d98f6d6900b8,SYNCOPE-845,2016-06-17T14:05:43.000+0000,[],[2.0.0-M4],2016-05-11T16:44:53.000+0000
2016-05-13T15:55:40Z,ecc062ca56d9875b2869f35a9917f52295f65ea5,SYNCOPE-844,2016-05-13T15:56:39.000+0000,[],[2.0.0-M3],2016-05-11T16:08:13.000+0000
